id,order,appid,game,character,protagonist_name,protagonist_role,protagonist_type,source_type,source_url,source_note,validation_status,known_status,internal_suggested_primary_archetype,internal_suggested_secondary_archetype,internal_suggested_archetype_confidence_0_1,internal_archetype_rationale,internal_archetype_source_url,total_ratings_pos_neg,bucket,batch,prompt
steam_unknown_0146_the-long-dark_will-mackenzie-astrid-greenwood,151,,The Long Dark,Will Mackenzie / Astrid Greenwood,Will Mackenzie / Astrid Greenwood,pilot and doctor separated after a geomagnetic disaster,dual protagonists / survival role,fan wiki,https://thelongdark.fandom.com/wiki/Will_Mackenzie,Dual/episode structure; might need separate rows for Will and Astrid later.,not_validated,named_protagonist,Explorer,Everyman / Caregiver,0.58,"Story mode alternates/relates survivors; survival play emphasizes ordinary vulnerability, traversal, endurance and protection/rescue motives.",https://thelongdark.fandom.com/wiki/Will_Mackenzie,,,batch05,The Long Dark — Will Mackenzie / Astrid Greenwood
steam_unknown_0147_metal-gear-solid-v-the-phantom-pain_venom-snake,152,,METAL GEAR SOLID V: THE PHANTOM PAIN,Venom Snake,Venom Snake,mercenary commander and body double figure,fixed protagonist with identity twist,fan wiki,https://metalgear.fandom.com/wiki/Venom_Snake,Very complex identity case; should be manually reviewed.,not_validated,named_protagonist,Ruler,Hero / Shadow,0.66,Venom Snake commands Diamond Dogs and builds a military organization; identity/body-double themes create strong shadow/self-fracture readings.,https://metalgear.fandom.com/wiki/Venom_Snake,,,batch05,METAL GEAR SOLID V: THE PHANTOM PAIN — Venom Snake
steam_unknown_0148_the-forest_eric-leblanc,153,,The Forest,Eric LeBlanc,Eric LeBlanc,plane crash survivor searching for his son Timmy,fixed survival protagonist,fan wiki,https://theforest.fandom.com/wiki/Eric_LeBlanc,Strong Caregiver case in survival/horror context.,not_validated,named_protagonist,Caregiver,Explorer / Hero,0.77,The core narrative motivation is rescuing/protecting the protagonist's son; survival/exploration and combat support secondary archetypes.,https://theforest.fandom.com/wiki/Eric_LeBlanc,,,batch05,The Forest — Eric LeBlanc
steam_unknown_0149_left-4-dead-2_coach-nick-rochelle-and-ellis,154,,Left 4 Dead 2,"Coach, Nick, Rochelle, and Ellis","Coach, Nick, Rochelle, and Ellis",ensemble of four playable survivors,multiple protagonists / ensemble,fan wiki,https://left4dead.fandom.com/wiki/Survivors,Not ideal single-protagonist case; ensemble/co-op.,not_validated,named_protagonist,Everyman,Hero / Caregiver,0.52,The protagonists are ordinary survivors thrown into crisis; co-op structure emphasizes mutual aid and survival action rather than one authored arc.,https://left4dead.fandom.com/wiki/Survivors,,,batch05,"Left 4 Dead 2 — Coach, Nick, Rochelle, and Ellis"
steam_unknown_0150_terraria_player-character,155,,Terraria,Player character,Player character,custom adventurer/builder in sandbox world,custom protagonist / systemic sandbox role,game structure / wiki,https://terraria.wiki.gg/wiki/Player,Keep as player-role; no named protagonist.,not_validated,named_protagonist,Explorer,Creator,0.55,"No fixed character biography; archetype comes from play role: exploration, crafting, building and progression.",https://terraria.wiki.gg/wiki/Player,,,batch05,Terraria — Player character
steam_unknown_0151_no-man-s-sky_the-traveller-player-character,156,,No Man's Sky,The Traveller / player character,The Traveller / player character,explorer of procedurally generated universe,custom/player-role protagonist,game wiki,https://nomanssky.fandom.com/wiki/Traveller,"Good player-role / exploration archetype, weak named character.",not_validated,named_protagonist,Explorer,Sage / Creator,0.62,"The game explicitly centers wandering, discovery, cataloguing and world/resource construction; character identity is mostly player role.",https://nomanssky.fandom.com/wiki/Traveller,,,batch05,No Man's Sky — The Traveller / player character
steam_unknown_0152_rimworld_colony-player-storyteller-manager,157,,RimWorld,Colony / player storyteller-manager,Colony / player storyteller-manager,systemic colony manager shaping colonists' survival stories,implicit player role / ensemble system,game structure,https://rimworldwiki.com/wiki/AI_Storytellers,Systemic role; maybe exclude from character-protagonist subset or analyze separately.,not_validated,named_protagonist,Creator,Ruler / Caregiver,0.5,"There is no single protagonist; the player creates/steers colony stories, manages resources and protects or sacrifices colonists.",https://rimworldwiki.com/wiki/AI_Storytellers,,,batch05,RimWorld — Colony / player storyteller-manager
steam_unknown_0153_xcom-2_the-commander,158,,XCOM® 2,The Commander,The Commander,strategic commander of XCOM resistance,implicit player role / commander avatar,game/franchise wiki,https://xcom.fandom.com/wiki/Commander_(XCOM_2),Implicit/systemic role rather than embodied protagonist.,not_validated,named_protagonist,Ruler,Sage / Hero,0.68,"The player occupies a strategic command role: planning, resource allocation, squad leadership and resistance organization.",https://xcom.fandom.com/wiki/Commander_(XCOM_2),,,batch05,XCOM® 2 — The Commander
steam_438100_custom-social-avatar-user-created-identity-in-a-social-vr-world,159,438100.0,VRChat,custom social avatar / user-created identity in a social VR world,,custom social avatar / user-created identity in a social VR world,custom avatar / social player role,Steam store description,https://store.steampowered.com/app/438100/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Creator,Explorer,0.45,"The store framing emphasizes custom avatars, world creation, social exploration, and crafting shared VR spaces; no fixed fictional protagonist is present.",https://store.steampowered.com/app/438100/,263696.0,systemic/player-role,06_top250_completion,VRChat — custom social avatar / user-created identity in a social VR world
steam_444200_tank-commander-competitive-vehicle-operator,160,444200.0,World of Tanks Blitz,tank commander / competitive vehicle operator,,tank commander / competitive vehicle operator,implicit multiplayer player role,Steam store description,https://store.steampowered.com/app/444200/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Competitive vehicle shooter with no stable named protagonist; leave archetype blank for final coding.,https://store.steampowered.com/app/444200/,152635.0,systemic/player-role,06_top250_completion,World of Tanks Blitz — tank commander / competitive vehicle operator
steam_397900_board-game-entrepreneur-monopoly-builder,161,397900.0,Business Tour - Board Game with Online Multiplayer(大富翁),board-game entrepreneur / monopoly-builder,,board-game entrepreneur / monopoly-builder,implicit systemic player role,Steam store description,https://store.steampowered.com/app/397900/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Creator,0.4,The description explicitly frames the player as building a monopoly and competing economically; no named protagonist.,https://store.steampowered.com/app/397900/,79756.0,systemic/player-role,06_top250_completion,Business Tour - Board Game with Online Multiplayer(大富翁) — board-game entrepreneur / monopoly-builder
steam_380600_angler-fishing-simulator-participant,162,380600.0,Fishing Planet,angler / fishing simulator participant,,angler / fishing simulator participant,implicit simulation role,Steam store description,https://store.steampowered.com/app/380600/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Simulation role without meaningful narrative protagonist; leave archetype blank.,https://store.steampowered.com/app/380600/,75161.0,systemic/player-role,06_top250_completion,Fishing Planet — angler / fishing simulator participant
steam_431240_minigolf-player-party-game-participant,163,431240.0,Golf With Your Friends,minigolf player / party-game participant,,minigolf player / party-game participant,implicit multiplayer player role,Steam store description,https://store.steampowered.com/app/431240/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Party sports game; no stable protagonist.,https://store.steampowered.com/app/431240/,73807.0,general genre match,06_top250_completion,Golf With Your Friends — minigolf player / party-game participant
steam_386180_post-apocalyptic-vehicle-builder-and-combatant,164,386180.0,Crossout,post-apocalyptic vehicle builder and combatant,,post-apocalyptic vehicle builder and combatant,custom vehicle/player role,Steam store description,https://store.steampowered.com/app/386180/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Creator,Rebel,0.45,The role is explicitly framed around constructing unique armored vehicles and fighting in a post-apocalyptic setting; no named protagonist.,https://store.steampowered.com/app/386180/,69105.0,action/adventure protagonist,06_top250_completion,Crossout — post-apocalyptic vehicle builder and combatant
steam_466560_viking-clan-leader,165,466560.0,Northgard: Definitive Edition,Viking clan leader,,Viking clan leader,implicit systemic player role,Steam store description,https://store.steampowered.com/app/466560/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Explorer,0.65,"The description explicitly frames the player as leading a clan, exploring a new continent, and competing for rule.",https://store.steampowered.com/app/466560/,68315.0,systemic/player-role,06_top250_completion,Northgard: Definitive Edition — Viking clan leader
steam_489520_master-card-battle-commander,166,489520.0,Minion Masters,master / card-battle commander,,master / card-battle commander,implicit competitive player role,Steam store description,https://store.steampowered.com/app/489520/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Sage,0.35,"The title frames the player as a strategic card/defense commander, but protagonist identity is systemic and weakly narrative.",https://store.steampowered.com/app/489520/,65240.0,RPG/character progression,06_top250_completion,Minion Masters — master / card-battle commander
steam_363970_clicker-idle-hero-manager,167,363970.0,Clicker Heroes,clicker/idle hero manager,,clicker/idle hero manager,implicit progression role,Steam store description,https://store.steampowered.com/app/363970/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Creator,0.35,The player recruits and manages heroes rather than inhabiting a stable protagonist; archetype is only a systemic-role suggestion.,https://store.steampowered.com/app/363970/,62037.0,RPG/character progression,06_top250_completion,Clicker Heroes — clicker/idle hero manager
steam_504370_arena-champion-selected-combatant,168,504370.0,Battlerite,arena champion / selected combatant,,arena champion / selected combatant,multiple playable champions,Steam store description,https://store.steampowered.com/app/504370/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Team arena brawler with multiple champions; no single protagonist for corpus row.,https://store.steampowered.com/app/504370/,59242.0,action/adventure protagonist,06_top250_completion,Battlerite — arena champion / selected combatant
steam_418460_soldier-in-multiplayer-vietnam-war-battles,169,418460.0,Rising Storm 2: Vietnam,soldier in multiplayer Vietnam War battles,,soldier in multiplayer Vietnam War battles,implicit multiplayer combat role,Steam store description,https://store.steampowered.com/app/418460/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Multiplayer tactical shooter without a stable protagonist; leave archetype blank.,https://store.steampowered.com/app/418460/,58879.0,systemic/player-role,06_top250_completion,Rising Storm 2: Vietnam — soldier in multiplayer Vietnam War battles
steam_386940_party-platforming-animal-contestant,170,386940.0,Ultimate Chicken Horse,party platforming animal contestant,,party platforming animal contestant,multiple playable avatars,Steam store description,https://store.steampowered.com/app/386940/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Jester,Creator,0.4,The game’s described role centers on playful sabotage and building traps during party play; no single named protagonist.,https://store.steampowered.com/app/386940/,52495.0,action/adventure protagonist,06_top250_completion,Ultimate Chicken Horse — party platforming animal contestant
steam_364360_faction-leader-legendary-lord-commander,171,364360.0,Total War: WARHAMMER,faction leader / Legendary Lord commander,,faction leader / Legendary Lord commander,systemic commander / multiple leaders,Steam store description,https://store.steampowered.com/app/364360/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Magician,0.55,The description frames the player as commanding factions and Legendary Lords in strategic war; protagonist is a systemic leadership role.,https://store.steampowered.com/app/364360/,52242.0,systemic/player-role,06_top250_completion,Total War: WARHAMMER — faction leader / Legendary Lord commander
steam_505460_individual-soldier-in-a-persistent-mmo-war,172,505460.0,Foxhole,individual soldier in a persistent MMO war,,individual soldier in a persistent MMO war,implicit multiplayer soldier role,Steam store description,https://store.steampowered.com/app/505460/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Everyman,Caregiver,0.35,"The description explicitly says every individual soldier contributes to the war effort, but this is a multiplayer role rather than a fixed protagonist.",https://store.steampowered.com/app/505460/,52071.0,RPG/character progression,06_top250_completion,Foxhole — individual soldier in a persistent MMO war
steam_412220_cooperative-platforming-avatar,173,412220.0,DDNet,cooperative platforming avatar,,cooperative platforming avatar,implicit multiplayer avatar,Steam store description,https://store.steampowered.com/app/412220/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Skill-platformer community game with no stable narrative protagonist.,https://store.steampowered.com/app/412220/,45404.0,action/adventure protagonist,06_top250_completion,DDNet — cooperative platforming avatar
steam_438040_custom-fantasy-rpg-avatar,174,438040.0,Shakes and Fidget,custom fantasy RPG avatar,,custom fantasy RPG avatar,custom MMO/RPG avatar,Steam store description,https://store.steampowered.com/app/438040/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Jester,Hero,0.4,"Fantasy RPG satire; archetype suggestion reflects comic/satirical framing, but no named protagonist.",https://store.steampowered.com/app/438040/,36846.0,RPG/character progression,06_top250_completion,Shakes and Fidget — custom fantasy RPG avatar
steam_434570_co-op-shooter-survivor-farmer-under-attack,175,434570.0,Blood and Bacon,co-op shooter survivor/farmer under attack,,co-op shooter survivor/farmer under attack,implicit co-op combat role,Steam store description,https://store.steampowered.com/app/434570/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Hero,Everyman,0.35,Description frames the player as surviving waves of monsters; no named protagonist.,https://store.steampowered.com/app/434570/,36140.0,action/adventure protagonist,06_top250_completion,Blood and Bacon — co-op shooter survivor/farmer under attack
steam_493490_driving-student-driver,176,493490.0,City Car Driving,driving student / driver,,driving student / driver,simulation role,Steam store description,https://store.steampowered.com/app/493490/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Driving simulator; no narrative protagonist.,https://store.steampowered.com/app/493490/,35165.0,systemic/player-role,06_top250_completion,City Car Driving — driving student / driver
steam_383120_space-survivor-builder-and-explorer,177,383120.0,Empyrion - Galactic Survival,"space survivor, builder and explorer",,"space survivor, builder and explorer",sandbox survival player role,Steam store description,https://store.steampowered.com/app/383120/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Explorer,Creator,0.55,"The description explicitly frames the player through building, exploring, and discovering mysteries in a space survival sandbox.",https://store.steampowered.com/app/383120/,34231.0,systemic/player-role,06_top250_completion,"Empyrion - Galactic Survival — space survivor, builder and explorer"
steam_460920_extreme-sports-rider-mountain-explorer,178,460920.0,Steep™,extreme-sports rider / mountain explorer,,extreme-sports rider / mountain explorer,implicit sports avatar,Steam store description,https://store.steampowered.com/app/460920/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Explorer,Hero,0.35,"The role is mastery and traversal of a mountain environment, but without a character arc.",https://store.steampowered.com/app/460920/,32899.0,action/adventure protagonist,06_top250_completion,Steep™ — extreme-sports rider / mountain explorer
steam_400750_wwii-tactical-commander,179,400750.0,Call to Arms - Gates of Hell: Ostfront,WWII tactical commander,,WWII tactical commander,systemic commander role,Steam store description,https://store.steampowered.com/app/400750/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Sage,0.5,The game explicitly frames the player as commanding troops in RTS/RTT battles.,https://store.steampowered.com/app/400750/,32313.0,systemic/player-role,06_top250_completion,Call to Arms - Gates of Hell: Ostfront — WWII tactical commander
steam_393420_hardcore-survival-fps-player,180,393420.0,Hurtworld,hardcore survival FPS player,,hardcore survival FPS player,multiplayer survival role,Steam store description,https://store.steampowered.com/app/393420/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Multiplayer survival FPS; no stable protagonist.,https://store.steampowered.com/app/393420/,31014.0,systemic/player-role,06_top250_completion,Hurtworld — hardcore survival FPS player
steam_444640_tower-defense-opponent-commander,181,444640.0,Bloons TD Battles,tower-defense opponent / commander,,tower-defense opponent / commander,systemic competitive player role,Steam store description,https://store.steampowered.com/app/444640/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Sage,0.35,"Competitive tower defense role; suggested only as systemic command, not character archetype.",https://store.steampowered.com/app/444640/,29296.0,systemic/player-role,06_top250_completion,Bloons TD Battles — tower-defense opponent / commander
steam_392160_space-pilot-trader-empire-builder,182,392160.0,X4: Foundations,"space pilot, trader, empire-builder",,"space pilot, trader, empire-builder",open-world systemic player role,Steam store description,https://store.steampowered.com/app/392160/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Explorer,0.65,The description explicitly starts from piloting a ship and building a space empire through exploration/trade/fight/build systems.,https://store.steampowered.com/app/392160/,28851.0,systemic/player-role,06_top250_completion,"X4: Foundations — space pilot, trader, empire-builder"
steam_365360_mercenary-company-leader,183,365360.0,Battle Brothers,mercenary company leader,,mercenary company leader,systemic/party leader role,Steam store description,https://store.steampowered.com/app/365360/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Hero,0.55,The store description explicitly frames the player as leading a mercenary company and choosing contracts in a tactical RPG.,https://store.steampowered.com/app/365360/,27636.0,RPG/character progression,06_top250_completion,Battle Brothers — mercenary company leader
steam_494840_u-boat-captain-crew-manager,184,494840.0,UBOAT,U-boat captain / crew manager,,U-boat captain / crew manager,systemic crew-management role,Steam store description,https://store.steampowered.com/app/494840/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Caregiver,0.5,Description frames a WWII submarine simulator with crew management and survival; role is commander/caretaker of crew.,https://store.steampowered.com/app/494840/,26649.0,RPG/character progression,06_top250_completion,UBOAT — U-boat captain / crew manager
steam_420290_multiplayer-naval-crew-member,185,420290.0,Blackwake,multiplayer naval crew member,,multiplayer naval crew member,implicit multiplayer combat role,Steam store description,https://store.steampowered.com/app/420290/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Multiplayer naval FPS with cooperative roles; no single protagonist.,https://store.steampowered.com/app/420290/,26036.0,systemic/player-role,06_top250_completion,Blackwake — multiplayer naval crew member
steam_447020_modern-farmer,186,447020.0,Farming Simulator 17,modern farmer,,modern farmer,simulation role,Steam store description,https://store.steampowered.com/app/447020/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Creator,Caregiver,0.4,The store description explicitly says the player takes on the role of a modern farmer; archetype is a low-confidence systemic role.,https://store.steampowered.com/app/447020/,25771.0,systemic/player-role,06_top250_completion,Farming Simulator 17 — modern farmer
steam_410900_fort-designer-and-battlefield-commander,187,410900.0,Forts,fort designer and battlefield commander,,fort designer and battlefield commander,systemic creator/commander role,Steam store description,https://store.steampowered.com/app/410900/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Creator,Ruler,0.55,"The description emphasizes designing, constructing, customizing and strategic command.",https://store.steampowered.com/app/410900/,24829.0,systemic/player-role,06_top250_completion,Forts — fort designer and battlefield commander
steam_434650_adventurer-in-randomized-castle-dungeons,188,434650.0,Lost Castle / 失落城堡,adventurer in randomized castle dungeons,,adventurer in randomized castle dungeons,custom/roguelike adventurer role,Steam store description,https://store.steampowered.com/app/434650/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Explorer,Hero,0.45,The role is adventuring through randomized dungeons; no named protagonist in the source row.,https://store.steampowered.com/app/434650/,23846.0,RPG/character progression,06_top250_completion,Lost Castle / 失落城堡 — adventurer in randomized castle dungeons
steam_450540_vr-firearms-sandbox-participant,189,450540.0,"Hot Dogs, Horseshoes & Hand Grenades",VR firearms sandbox participant,,VR firearms sandbox participant,simulation/sandbox role,Steam store description,https://store.steampowered.com/app/450540/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,VR firearms sandbox without a narrative protagonist.,https://store.steampowered.com/app/450540/,23457.0,systemic/player-role,06_top250_completion,"Hot Dogs, Horseshoes & Hand Grenades — VR firearms sandbox participant"
steam_392110_space-civilization-leader,190,392110.0,ENDLESS Space™ 2,space civilization leader,,space civilization leader,systemic empire-leader role,Steam store description,https://store.steampowered.com/app/392110/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Explorer,0.6,Strategic space opera about leading a civilization; player role is systemic leadership/exploration.,https://store.steampowered.com/app/392110/,22912.0,systemic/player-role,06_top250_completion,ENDLESS Space™ 2 — space civilization leader
steam_447820_wwii-soldier-in-multiplayer-battles,191,447820.0,Day of Infamy,WWII soldier in multiplayer battles,,WWII soldier in multiplayer battles,implicit multiplayer combat role,Steam store description,https://store.steampowered.com/app/447820/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Multiplayer WWII shooter; no stable protagonist.,https://store.steampowered.com/app/447820/,22108.0,systemic/player-role,06_top250_completion,Day of Infamy — WWII soldier in multiplayer battles
steam_394690_custom-avatar-in-social-party-world,192,394690.0,Tower Unite,custom avatar in social party world,,custom avatar in social party world,custom social avatar / multiplayer role,Steam store description,https://store.steampowered.com/app/394690/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Jester,Creator,0.35,Community virtual-world party game focused on play/create/party; no fixed protagonist.,https://store.steampowered.com/app/394690/,21726.0,action/adventure protagonist,06_top250_completion,Tower Unite — custom avatar in social party world
steam_429050_predatory-fish-growing-through-consumption,193,429050.0,Feed and Grow: Fish,predatory fish growing through consumption,,predatory fish growing through consumption,animal/creature simulation role,Steam store description,https://store.steampowered.com/app/429050/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Explorer,Rebel,0.25,Creature growth loop rather than narrative character; very low-confidence suggestion.,https://store.steampowered.com/app/429050/,21193.0,systemic/player-role,06_top250_completion,Feed and Grow: Fish — predatory fish growing through consumption
steam_372000_mmorpg-adventurer-seeking-the-goddesses,194,372000.0,Tree of Savior (English Ver.),MMORPG adventurer seeking the goddesses,,MMORPG adventurer seeking the goddesses,custom MMORPG avatar,Steam store description,https://store.steampowered.com/app/372000/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Hero,Explorer,0.45,The description frames a custom MMORPG journey to search for the goddesses; no fixed named protagonist.,https://store.steampowered.com/app/372000/,20443.0,RPG/character progression,06_top250_completion,Tree of Savior (English Ver.) — MMORPG adventurer seeking the goddesses
steam_367450_bridge-engineer,195,367450.0,Poly Bridge,bridge engineer,,bridge engineer,systemic puzzle/creator role,Steam store description,https://store.steampowered.com/app/367450/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Creator,Sage,0.65,The store description explicitly foregrounds engineering creativity and bridge-building problem solving.,https://store.steampowered.com/app/367450/,18544.0,systemic/player-role,06_top250_completion,Poly Bridge — bridge engineer
steam_463530_ant-colony-commander,196,463530.0,Empires of the Undergrowth,ant-colony commander,,ant-colony commander,systemic colony/RTS role,Steam store description,https://store.steampowered.com/app/463530/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Caregiver,0.55,The description explicitly frames the player as commanding swarms and leading ant colonies.,https://store.steampowered.com/app/463530/,18082.0,systemic/player-role,06_top250_completion,Empires of the Undergrowth — ant-colony commander
steam_489630_warhammer-faction-commander,197,489630.0,"Warhammer 40,000: Gladius - Relics of War",Warhammer faction commander,,Warhammer faction commander,systemic 4X/faction role,Steam store description,https://store.steampowered.com/app/489630/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Ruler,Hero,0.45,Faction strategy game; role is command and conquest rather than named protagonist.,https://store.steampowered.com/app/489630/,18005.0,systemic/player-role,06_top250_completion,"Warhammer 40,000: Gladius - Relics of War — Warhammer faction commander"
steam_406150_first-person-platforming-presence-restoring-a-world,198,406150.0,Refunct,first-person platforming presence restoring a world,,first-person platforming presence restoring a world,implicit avatar,Steam store description,https://store.steampowered.com/app/406150/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Explorer,Caregiver,0.35,The description says the player restores a vibrant world through peaceful first-person platforming; protagonist identity is minimal.,https://store.steampowered.com/app/406150/,17429.0,action/adventure protagonist,06_top250_completion,Refunct — first-person platforming presence restoring a world
steam_488860_madness-universe-combatant-multiple-characters,199,488860.0,MADNESS: Project Nexus,MADNESS universe combatant / multiple characters,,MADNESS universe combatant / multiple characters,multiple playable combatants,Steam store description,https://store.steampowered.com/app/488860/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Rebel,Hero,0.25,Arcade action in an established violent universe; no single protagonist from Steam description alone.,https://store.steampowered.com/app/488860/,17201.0,action/adventure protagonist,06_top250_completion,MADNESS: Project Nexus — MADNESS universe combatant / multiple characters
steam_391460_multiplayer-shooter-combatant,200,391460.0,WARMODE,multiplayer shooter combatant,,multiplayer shooter combatant,implicit multiplayer combat role,Steam store description,https://store.steampowered.com/app/391460/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,,,0.0,Free-to-play team shooter with no stable protagonist.,https://store.steampowered.com/app/391460/,16357.0,action/adventure protagonist,06_top250_completion,WARMODE — multiplayer shooter combatant
steam_448510_team-of-chefs,201,448510.0,Overcooked,team of chefs,,team of chefs,co-op systemic role / multiple avatars,Steam store description,https://store.steampowered.com/app/448510/,Batch 06 top-250 completion. Suggested archetypes are pre-annotations only; blank values mean insufficient character-level evidence or unsuitable multiplayer/systemic row.,not_validated,role_only,Caregiver,Jester,0.4,The role is cooperative cooking under comic chaos; no fixed named protagonist.,https://store.steampowered.com/app/448510/,16354.0,systemic/player-role,06_top250_completion,Overcooked — team of chefs
